Kategorie;Produktlinie;Teile;Anordnung;Materialgruppe;Material;Oberflaeche;Marke;Druckverfahren;Verfahrensgruppe;Ausrichtung;Seitenverhaeltnis;Breite_cm;Hoehe_cm;Format;DIN;Gesamtformat;Aufhaengung;Rahmenfarben;Staerke;Form;Hinweis
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;3:4;18;24;18x24;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;3:4;30;40;30x40;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;3:4;60;80;60x80;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;3:5;70;120;70x120;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;4:5;10;13;10x13;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;4:5;40;50;40x50;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;1:1;15;15;15x15;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;1:1;20;20;20x20;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;1:1;30;30;30x30;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;1:1;40;40;40x40;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;1:1;50;50;50x50;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;1:1;60;60;60x60;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;1:1;70;70;70x70;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;10;20;10x20;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;20;40;20x40;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;20;60;20x60;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;30;60;30x60;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;30;90;30x90;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;40;80;40x80;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;50;100;50x100;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;60;120;60x120;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;60;180;60x180;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Fotoposter;1;;Fotopapier (Fujifilm);Fotopapier;matt;Fujifilm;Fotobelichtung / Digitaldruck;Fotografisch;Querformat;Panorama;70;180;70x180;;;ohne (Rollen-/Flachversand);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;10;15;10x15;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;10.5;14.8;10.5x14.8;A6;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;13;18;13x18;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;13;19;13x19;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;14.8;21;14.8x21;A5;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;15;21;15x21;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;15;22;15x22;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;20;30;20x30;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;21;29.7;21x29.7;A4;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;21;30;21x30;A4;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;29.7;42;29.7x42;A3;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;30;45;30x45;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;40;60;40x60;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;42;59.4;42x59.4;A2;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;50;70;50x70;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;50;75;50x75;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;59.4;84.1;59.4x84.1;A1;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;60;90;60x90;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;70;100;70x100;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;2:3;70;105;70x105;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;3:4;18;24;18x24;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;3:4;30;40;30x40;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;3:4;60;80;60x80;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;3:4;75;100;75x100;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;3:5;70;120;70x120;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;4:5;10;13;10x13;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;4:5;40;50;40x50;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;4:5;70;90;70x90;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;4:5;80;100;80x100;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;15;15;15x15;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;20;20;20x20;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;21;21;21x21;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;30;30;30x30;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;40;40;40x40;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;50;50;50x50;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;60;60;60x60;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;1:1;70;70;70x70;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;10;18;10x18;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;10;20;10x20;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;20;40;20x40;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;20;60;20x60;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;30;60;30x60;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;30;90;30x90;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;40;80;40x80;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;50;100;50x100;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;60;120;60x120;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;60;180;60x180;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Hochformat;Panorama;70;180;70x180;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;10;15;10x15;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;10.5;14.8;10.5x14.8;A6;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;13;18;13x18;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;13;19;13x19;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;14.8;21;14.8x21;A5;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;15;21;15x21;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;15;22;15x22;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;20;30;20x30;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;21;29.7;21x29.7;A4;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;21;30;21x30;A4;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;29.7;42;29.7x42;A3;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;30;45;30x45;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;40;60;40x60;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;42;59.4;42x59.4;A2;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;50;70;50x70;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;50;75;50x75;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;59.4;84.1;59.4x84.1;A1;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;60;90;60x90;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;70;100;70x100;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;2:3;70;105;70x105;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;3:4;18;24;18x24;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;3:4;30;40;30x40;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;3:4;60;80;60x80;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;3:4;75;100;75x100;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;3:5;70;120;70x120;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;4:5;10;13;10x13;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;4:5;40;50;40x50;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;4:5;70;90;70x90;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;4:5;80;100;80x100;;;Holzleisten-Aufhängung (oben/unten);;;;
Poster/FineArt;Poster/FineArt mit Holzaufhänger;1;;FineArt-Papier (Hahnemühle);Hahnemühle Bamboo Natural Line;;Hahnemühle;FineArt-Inkjetdruck;Pigment / FineArt;Querformat;1:1;15;15;15x15;;;Holzleisten-Aufhängung (oben/unten);;;;
